tweet_id,username,text,tweet_date,search_term,lat,long,radius
1249820680570523651,Fred Sinda,People clearly don’t give a fuck about the Rona. Was in target 80% of people are not waiting masks or gloves. Smh!!,2020-04-13 22:04:05,rona,29.760427,-95.369804,15mi
1249729754737119237,Benji Bitch,Girl this Rona got shit all outta wack ,2020-04-13 16:02:47,rona,29.760427,-95.369804,15mi
1249723521837740034,LaLah,But it’s up to you. I have more time to paint now thn I will have when the rona is over. Big pieces have 2 week turn around rn,2020-04-13 15:38:01,rona,29.760427,-95.369804,15mi
1249695265302491140,Sammy Sosa🏂,Hopefully this rona sho pass. We gone kick it!,2020-04-13 13:45:44,rona,29.760427,-95.369804,15mi
1249626083714117632,CUXLI ,"I mean you kinda already did, let rona do the dirty work",2020-04-13 09:10:49,rona,29.760427,-95.369804,15mi
1249589172698046464,kArSoN 🦖,I need to make a trip up to visit VERY SOON! Soon as miss rona take her ass back,2020-04-13 06:44:09,rona,29.760427,-95.369804,15mi
1249561474504294400,Lore🦋,Magii got the rona and she just told me rn ....ion like that lol,2020-04-13 04:54:05,rona,29.760427,-95.369804,15mi
1249545918845718528,CUXLI ,"me on 420 on my death bed, am I coughing bc rona? Or bong rip? You’ll never know pic.twitter.com/8OZWtPWtZG",2020-04-13 03:52:17,rona,29.760427,-95.369804,15mi
1249541625094844416,MSDAVIS2THEM,Landlords asking for neck in exchange for bitches paying their rent in the rona crisis ? Mannn wow,2020-04-13 03:35:13,rona,29.760427,-95.369804,15mi
1249539334937743361,𝑳𝒆𝒑𝒑𝒆𝒍𝒚 🦑,"Wait. 

We still cryin’ about titties now?? 

In this, the dumpster fire year of our lord, two thousand and twenty?? 

Lord, if the ‘Rona don’t take em, I’m gonna need you to come down here and get em.",2020-04-13 03:26:07,rona,29.760427,-95.369804,15mi
1249536000809996288,vero🦁,bitchhhhh rona baby??,2020-04-13 03:12:52,rona,29.760427,-95.369804,15mi
1249509085105487873,𝑩𝒓𝒂𝒏𝒅𝒐𝒏,I knew it was cool but now Big Rona has me experimenting with all kinds of liquor besides brown. Tito’s nice,2020-04-13 01:25:55,rona,29.760427,-95.369804,15mi
1249487850447527937,She's Cute,It really sucks that the rona came about just when I was really settling into my hoe phase.,2020-04-13 00:01:32,rona,29.760427,-95.369804,15mi
1249479788143788035,NICKI LGBTQ,The Coronavirus doesn’t care what the color of your skin is. People like Waka Flaka & others said Black people cant get the Coronavirus & wont die. Cardi B said celebs were getting paid to say they have rona  https://twitter.com/MSNBC/status/1249466356912791554 …,2020-04-12 23:29:30,rona,29.760427,-95.369804,15mi
1249438102860509184,Justin,cuh rona virus https://twitter.com/____Valentin__/status/1249360151645237249 …,2020-04-12 20:43:51,rona,29.760427,-95.369804,15mi
1249414403558125569,lil tamalito,Fuck La Rona. I can’t stand that puta. pic.twitter.com/ivtheA4wxH,2020-04-12 19:09:41,rona,29.760427,-95.369804,15mi
1244051573711548417,Angel 🍓💛,Stay y’alls asses inside... we trying to stop the spread of rona https://twitter.com/3yshhas/status/1237304192655556608 …,2020-03-28 23:59:43,rona,29.760427,-95.369804,15mi
1244046110865461253,✿,wish this rona bs was over so the homies could come over ,2020-03-28 23:38:00,rona,29.760427,-95.369804,15mi
1244045296201543681,Justin,you either doing mad lines or you got the rona https://twitter.com/DOPEITSJUAN82/status/1243930607157207043 …,2020-03-28 23:34:46,rona,29.760427,-95.369804,15mi
1244044818336137218,𝒫𝓇𝒾𝓃𝒸𝒾𝓅𝑒𝓈𝓈𝒶 🤍,"Woke up, went to the dealership and got me a new car type of mood. The Rona got my money and I bored ",2020-03-28 23:32:52,rona,29.760427,-95.369804,15mi
1244007705192402945,bean/er,Fuck da rona I wanna blackout pic.twitter.com/3qx22bYcMz,2020-03-28 21:05:24,rona,29.760427,-95.369804,15mi
1243992859751206915,King Adams 👑,I feel the same giving me joy with this Rona stuff.,2020-03-28 20:06:24,rona,29.760427,-95.369804,15mi
1243975380240908290,LZelle,This Rona got life boring asf ,2020-03-28 18:56:57,rona,29.760427,-95.369804,15mi
1243973294107353088,Maya Woods,My new supervisor and I had a call yesterday and she was telling me about everything and I’m just wayyy to excited. So Ms. Rona need to GTF.,2020-03-28 18:48:39,rona,29.760427,-95.369804,15mi
1243969589698007042,lil 20 sec hand rinse,Michaels said fuck Miss rona come get y’all construction paper! https://twitter.com/leslieruthhdz/status/1243967992142143489 …,2020-03-28 18:33:56,rona,29.760427,-95.369804,15mi
1243955042736058371,Kev 💈,I’ll teach you in person after the rona virus ,2020-03-28 17:36:08,rona,29.760427,-95.369804,15mi
1243952763727499264,knee gull odie yon,"Also my apt is too small and I have no “safe” space for a session nor a space to decompress after one. At least at the office I can let my guard down and if there was a particularly tough session, I could go somewhere before heading home but rona messed that all up  https://twitter.com/SimplyTwiggy/status/1243951503745966080 …",2020-03-28 17:27:05,rona,29.760427,-95.369804,15mi
1243950211908632581,Your favorite Alien,"Smooth bout to make me book a flight, fuck rona",2020-03-28 17:16:56,rona,29.760427,-95.369804,15mi
1243949524839813120,Burby Joya,Y’all get the rona and immediately make a story time thread on twitter for clout,2020-03-28 17:14:12,rona,29.760427,-95.369804,15mi
1243937694343970817,Cavalli B. Luciano🐺⚜️☯️,Nah don’t reach out to me now that you on lockdown...Keep that same energy before the Rona lol ,2020-03-28 16:27:12,rona,29.760427,-95.369804,15mi
1243930527394136065,Whit 🍫,Y’all steady having company over or hanging outside n’shit and i’m just waiting for miss rona to make an example outta all of y’all cause it seems to be that’s the only way y’all gone learn.,2020-03-28 15:58:43,rona,29.760427,-95.369804,15mi
1243926570395258889,Si_Dios-Lo_permite,LMAOOO rona got us all fucked up https://twitter.com/NelkFilmz/status/1243693039085854722 …,2020-03-28 15:43:00,rona,29.760427,-95.369804,15mi
1243916457035128842,Wesney T-Wes Dorcine,Rona?,2020-03-28 15:02:48,rona,29.760427,-95.369804,15mi
1252702411174576130,sophia 👩‍❤️‍💋‍👩,this taurus szn bout to be good idc of the world sucks bc of rona i WILL have a good time at home,2020-04-21 20:55:03,rona,29.760427,-95.369804,15mi
1252634549043040256,Blair Lane,I don’t understand why places are closing at 8:30pm... like does the Rona only come out after 8:30?,2020-04-21 16:25:23,rona,29.760427,-95.369804,15mi
1252605762628653059,51/49,Whew  rona rona... ohhh lil ronaaaa ,2020-04-21 14:31:00,rona,29.760427,-95.369804,15mi
1252605157118038017,JuicyyWarrant2.0,"This Rona,",2020-04-21 14:28:36,rona,29.760427,-95.369804,15mi
1252604859125239809,s a r a,It’s not so much her body her choice anymore when she is willingly and ignorantly spreading the Rona to everyone around her. Abortions aren’t contagious lol so this is ,2020-04-21 14:27:25,rona,29.760427,-95.369804,15mi
1252582115750920193,Done w 2020 already., lookin like “Ikyfl! this bitch done got the Rona” https://twitter.com/jacob_bellevue/status/1252119185976635392 …,2020-04-21 12:57:02,rona,29.760427,-95.369804,15mi
1252501626037964800,Mayse Ali🇵🇸,"Hey, Rona. Uhhhh. Would you mind... uh like maybe uh....................LEAVING? k thanks.",2020-04-21 07:37:12,rona,29.760427,-95.369804,15mi
1252445263446380545,𝚛𝚊𝚗𝚐𝚎𝚕💎,all the times I took advantage of trying shoes on... fuck this rona pic.twitter.com/pad6ukU9rx,2020-04-21 03:53:14,rona,29.760427,-95.369804,15mi
1252445030746337280,w.danna,For real though... #Rona #QuarantineQuotes #QuarentineLifepic.twitter.com/w7uGDdCVIq,2020-04-21 03:52:19,rona,29.760427,-95.369804,15mi
1252419730700333057,Katie Mehnert,I’ve received that text / email a few times today. I tell them it’s #apocalypse part 3. Part 1 was demand with the Russians playing chicken. Part 2 is the rona.  I think peeps are starting to understand how commodities are the current of our lives.,2020-04-21 02:11:47,rona,29.760427,-95.369804,15mi
1252407386163175430,kk.,The man just recovered from rona sanging like that there!! Whew!!,2020-04-21 01:22:44,rona,29.760427,-95.369804,15mi
1252400653848047617,D E E J A Y.,Man when Rona over I wanna go to a house party with these songs only!!!,2020-04-21 00:55:59,rona,29.760427,-95.369804,15mi
1252345705286348810,Gumbo Goon 🐊,I wanna have a cookout but Big Rona not gonna let me flourish,2020-04-20 21:17:38,rona,29.760427,-95.369804,15mi
1252328094419075083,Angie ☭,I can’t believe I saw @thelastdinozaur a year ago and if they don’t find a vaccine for Rona I’m gonna miss them in May ,2020-04-20 20:07:39,rona,29.760427,-95.369804,15mi
1252323316045623303,LECHERO TIN TIN,"Oil dropped to a record low, my 401k like a stripper going up and down that pole. First the rona and now oil, the food industry is next ",2020-04-20 19:48:40,rona,29.760427,-95.369804,15mi
1252304754824413188,T Graham*,Big Rona got nothing on slumping crude oil  prices. https://twitter.com/TedStriker/status/1252303890135093251 …,2020-04-20 18:34:54,rona,29.760427,-95.369804,15mi
1252287562678444032,Gumbo Goon 🐊,Big Rona got mine on damn near 24/7. I know she tired of me https://twitter.com/alandriaa_iAM/status/1252287319736016896 …,2020-04-20 17:26:35,rona,29.760427,-95.369804,15mi
1252254229001048068,Real.Life.Murdoc,"Plot Twist: He already has Rona, and has been unknowingly infecting his family and friends... thus making America great again ",2020-04-20 15:14:08,rona,29.760427,-95.369804,15mi
1241139545825034241,Sheren Brunson,Rona’s comin,2020-03-20 23:08:21,rona,29.760427,-95.369804,15mi
1241134276684496897,Ruth Langmore,Talk that talk.  That is one of the reasons why this Rona shit isn’t phasing me https://twitter.com/BenjaminPDixon/status/1241132154509197312 …,2020-03-20 22:47:25,rona,29.760427,-95.369804,15mi
1241126756851073024,Cope.,Just make sure y’all ain’t got Dat Rona,2020-03-20 22:17:32,rona,29.760427,-95.369804,15mi
1241116259787431937,Whit 🍫,"I’m sure Capitol Hill is infested with the Rona, these politicians have it i’m sure.",2020-03-20 21:35:49,rona,29.760427,-95.369804,15mi
1241113288915718145,Houston Photographer,Dang everyone live what’s going on ? oh nvm lol that rona outchea,2020-03-20 21:24:01,rona,29.760427,-95.369804,15mi
1241105936300806144,(っ◔◡◔)っ,Rona we need you  https://twitter.com/iongiveadan/status/1240766668219039744 …,2020-03-20 20:54:48,rona,29.760427,-95.369804,15mi
1241101061496229893,Empress of Hidden Moons✨🌑,I’ll just let the rona do it for me,2020-03-20 20:35:26,rona,29.760427,-95.369804,15mi
1241084567769014277,P Ө ᄂ ᄂ Λ K,Seismic was the last thing I had planned that didn’t get fucked by the rona....time to be sad.,2020-03-20 19:29:53,rona,29.760427,-95.369804,15mi
1241084011209949184,jessiemussungo,Rona & chill. Vibe & sanitize ,2020-03-20 19:27:41,rona,29.760427,-95.369804,15mi
1241078336199233540,knee gull odie yon,Damn I forgot with the rona going on and me WFH I can’t silence unknown calls no mo  I was wondering why people was like your calls going straight to vmail,2020-03-20 19:05:08,rona,29.760427,-95.369804,15mi
1241078044422479873,diary of a limp wrist 💅🏾,Well atleast we know mrs rona isn’t racist she waited till black history month was over to start hitting them,2020-03-20 19:03:58,rona,29.760427,-95.369804,15mi
1241077289107980294,Mon'Quez,"Chef Q is in da house and still cooking! Shrimp Scampi with Zucchini Noodles! Simple, fresh, and got that good lemon juice to fight that Rona! You can't come git none today but you can male your own! And it's still… https://www.instagram.com/p/B992eDIn1Al/?igshid=ca4ugfiiibmk …",2020-03-20 19:00:58,rona,29.760427,-95.369804,15mi
1241073463105925123,Maxine Shaw,Wash the rona from these streets lord,2020-03-20 18:45:46,rona,29.760427,-95.369804,15mi
1241071281379913729,Whit 🍫,When the Rona over y’all gone go right back to being nasty ,2020-03-20 18:37:06,rona,29.760427,-95.369804,15mi
1241059086453669889,kavona,miss rona please go home i wanna go outside.,2020-03-20 17:48:38,rona,29.760427,-95.369804,15mi
1241053700334014464,Okra Wimpre’,Harris County reported 9 more cases of that Rona today ,2020-03-20 17:27:14,rona,29.760427,-95.369804,15mi
1241052131307720706,nyah🧚🏽‍♀️,"ok rona your time is up, i gotta point to prove.",2020-03-20 17:21:00,rona,29.760427,-95.369804,15mi
1241048128658321408,tengen uzui,the RONA? https://twitter.com/KyleClark/status/1240338813487992835 …,2020-03-20 17:05:06,rona,29.760427,-95.369804,15mi
1241042107122495488,Valle,La doña Rona,2020-03-20 16:41:10,rona,29.760427,-95.369804,15mi
1238253025799659521,ky💙,not miss rona  https://twitter.com/drewcozartt/status/1238144130972336128 …,2020-03-12 23:58:21,rona,29.760427,-95.369804,15mi
1238252062703603718,Chicago South Sider,Rona for short,2020-03-12 23:54:32,rona,29.760427,-95.369804,15mi
1238246429178691584,Karol Baskin,"Rona sound like a hurricane instead of a virus. 

“They canceled due to Rona” ",2020-03-12 23:32:08,rona,29.760427,-95.369804,15mi
1238246278414446592,Karol Baskin,Lmao you’re right  but it’s got canceled due to rona,2020-03-12 23:31:32,rona,29.760427,-95.369804,15mi
1238239169220141056,EMD.,Bitch ass Rona took my boy Jo season from him ,2020-03-12 23:03:17,rona,29.760427,-95.369804,15mi
1238238503923855361,Maranda Evans,Not “rona” ,2020-03-12 23:00:39,rona,29.760427,-95.369804,15mi
1238213281178886145,chey,"Rona’s tour better end before April, fam.",2020-03-12 21:20:25,rona,29.760427,-95.369804,15mi
1238211856864608257,Gypsy Soul🔮,"Listen Rona, MFrs already battle with depression on a mental level...let’s not enter another Great Depression.",2020-03-12 21:14:46,rona,29.760427,-95.369804,15mi
1238207928932368384,Karol Baskin,"Rona virus or not, you invite me to the section and I’m poppin out. 

Pass the henny bby.",2020-03-12 20:59:09,rona,29.760427,-95.369804,15mi
1238202488483872769,"Big C, the B stands for bands.",Lmao yal president got the rona?! ,2020-03-12 20:37:32,rona,29.760427,-95.369804,15mi
1238199369859547136,Bre Hoops,The nickname “Rona” is taking me out,2020-03-12 20:25:09,rona,29.760427,-95.369804,15mi
1238194872449982464,A.J. Fashola,"Bruh got ""That Rona"" Nigga
 https://twitter.com/OfficiallyVex_/status/1237933496565366784 …",2020-03-12 20:07:16,rona,29.760427,-95.369804,15mi
1238189517905027073,TAYLOR,Dat rona,2020-03-12 19:46:00,rona,29.760427,-95.369804,15mi
1238183506762706944,Gumbo Goon 🐊,Yea so we won’t get da Rona https://twitter.com/TattoosNLipstck/status/1238183418573328387 …,2020-03-12 19:22:07,rona,29.760427,-95.369804,15mi
1238177551819902984,disdain,alright instead of wasting time looking at people panic about dat Rona I'm just gonna boost my immune system and masturbate,2020-03-12 18:58:27,rona,29.760427,-95.369804,15mi
1238168782780104707,The OG Ace Boogie,u gon suc some dic round these parts fuc dat rona. https://twitter.com/NotFreeNorEasy/status/1238166290617032709 …,2020-03-12 18:23:36,rona,29.760427,-95.369804,15mi
1238167368368640005,Whit 🍫,Trump got the Rona.,2020-03-12 18:17:59,rona,29.760427,-95.369804,15mi
1238163172873457665,🌴DaniCalifornia👸🏾,No bitch now me and Rona gotta fight https://twitter.com/SportsCenter/status/1238152948087128071 …,2020-03-12 18:01:19,rona,29.760427,-95.369804,15mi
1238160219039059968,Karol Baskin,Think they’ll put the virus in the next 2k? Nigga find out mid season he got the rona.,2020-03-12 17:49:34,rona,29.760427,-95.369804,15mi
1255621657760346114,Hound,"I honestly don't miss outside, this Rona shit is giving me a much needed break, but when outside is open open I'm about to break some faces and hurt some feelings",2020-04-29 22:15:06,rona,29.760427,-95.369804,15mi
1255616003796545538,⚡💰⚡💰⚡️💰💛,My job is a Petri dish at this point! 35 cases of the Rona lord! ,2020-04-29 21:52:38,rona,29.760427,-95.369804,15mi
1255614162916474882,moanmoan 💋,I hope this is a sinus infection and not the Rona.,2020-04-29 21:45:19,rona,29.760427,-95.369804,15mi
1255605423673151489,Vermillion 🤴🏻,Clous made rona https://twitter.com/iamclous/status/1255604065704148992 …,2020-04-29 21:10:35,rona,29.760427,-95.369804,15mi
1255574049692045313,Homer Sipsumn 🥃,Na I wanna beat me one cause lol I was in line like the first week of rona at the grocery stores,2020-04-29 19:05:55,rona,29.760427,-95.369804,15mi
1255550293108015104,Z Beezy❣️,Houston crack heads undefeated omg  they said this rona ain’t stopping they fix,2020-04-29 17:31:31,rona,29.760427,-95.369804,15mi
1255533585534201863,Kazuma the Shell Bullet.,"Aight nah Rona, bitch you fucking up my manga and anime releases hoe.
Every fucking thing going on Hiatus",2020-04-29 16:25:08,rona,29.760427,-95.369804,15mi
1255506338765058050,Jose Ramos,Fuck rona https://twitter.com/chazzson/status/1254914461539766272 …,2020-04-29 14:36:51,rona,29.760427,-95.369804,15mi
1255500023028158465,♛Darius de Laurence♛,Omg let’s do it as soon as the Rona leaves us alone lmbo,2020-04-29 14:11:46,rona,29.760427,-95.369804,15mi
1255487054793920512,Gebby ひ,ni porque está barato el gas le llenan el tanke ala roña,2020-04-29 13:20:14,rona,29.760427,-95.369804,15mi
1255414002986954754,Malyssa🍄,Idk we still in d rona I think u wrong https://twitter.com/KelemenCari/status/1248752893894811649 …,2020-04-29 08:29:57,rona,29.760427,-95.369804,15mi
1255377593882345475,🌴DaniCalifornia👸🏾,When dove love gets hit by the Rona quarantine is @_LyricalSpirit_pic.twitter.com/xXpggE1WPm,2020-04-29 06:05:16,rona,29.760427,-95.369804,15mi
1255325865958916096,ozZy,Im fighting rona pic.twitter.com/Lf46wfPlX3,2020-04-29 02:39:43,rona,29.760427,-95.369804,15mi
1255299019380842497,suavē.,i had a good day even though i couldn’t do shit cause of rona.,2020-04-29 00:53:03,rona,29.760427,-95.369804,15mi
1255283815406284802,Elliot Guidry,The news won't push it because the Rona is still a bigger story to them..  either that or them pushing this out is to give people something else to think about,2020-04-28 23:52:38,rona,29.760427,-95.369804,15mi
1255277344551579649,Zo,One of my dads coworkers has the Rona so he had to get tested.... came out negative today ,2020-04-28 23:26:55,rona,29.760427,-95.369804,15mi
1255267826044211203,brandon,Ms. Rona let the choppa sing https://twitter.com/CNN/status/1255222303962603520 …,2020-04-28 22:49:06,rona,29.760427,-95.369804,15mi
1255227022391029762,caido 💔,‘rona ruined it  2020  pic.twitter.com/ppj9IzOcGO,2020-04-28 20:06:57,rona,29.760427,-95.369804,15mi
1255213678988791813,HONEYBEE🐝,What if the aliens die by the Rona and their planet takes it as a threat ,2020-04-28 19:13:56,rona,29.760427,-95.369804,15mi
1212116896604135424,MariahS.,"Me: corona’o, corona'o, corona'o, now, now",2019-12-31 21:02:42,corona,29.760427,-95.369804,15mi
1211715973595762688,Drizzt DoUrden,@FLOTUS @realDonaldTrump @BarackObama @FLOTUS44 so@they were calling me@Adam corona or tomich earlier when I was in my parents media room@now they gave some orders under my name and are calling me Alex after ward these people full of shit with their output hustles n name changes,2019-12-30 18:29:35,corona,29.760427,-95.369804,15mi
1211476560764649473,Enrique Vasquez,"1ro es una jugada en la cual Radley-Hiles pierde la cabeza y fue un golpe de muy mala intention. 2do es uno en el cual basado en la regla, es Targeting. Pegó con la corona de su casco. No importa si Lawrence se inclina. No puedes iniciar contacto con la corona.",2019-12-30 02:38:14,corona,29.760427,-95.369804,15mi
1211047184994652160,Kaylee,Craving a cold dressed corona ,2019-12-28 22:12:03,corona,29.760427,-95.369804,15mi
1210612310051561484,Your Local Giant 🤯,I want 15 flats wings and a Corona rn   ,2019-12-27 17:24:01,corona,29.760427,-95.369804,15mi
1210575077013704704,Drizzt DoUrden,@KimKardashian @kanyewest I’m the guy who went to SGU in Grenada 2011-2014 corona never went to Med school nor tomich Alex Jayanty went to Med school at SGU then lived in BK at Brooklyner 36L I know Diego max and Dro jack sude’ etc,2019-12-27 14:56:04,corona,29.760427,-95.369804,15mi
1209644761675644929,Drizzt DoUrden,@realDonaldTrump @BarackObama @FLOTUS44 @FLOTUS detta corona?,2019-12-25 01:19:19,corona,29.760427,-95.369804,15mi
1205377001844072448,kells,@X_Corona moving to Colorado  https://twitter.com/bigkay_dee/status/1205238573156446246 …,2019-12-13 06:40:46,corona,29.760427,-95.369804,15mi
